"id";"name"
"c719b43e-8c6b-47bc-84d0-30524afa6fae";"GitHub"
"47c3b9ab-9e53-4361-850c-87e3febd9f1c";"JIRA"
"8e5726f6-2531-4cd2-b077-a8ee82572d42";"Google"
