"id";"name"
"0099cccf-e69e-4854-833b-05ac26414071";"To Do"
"4a966088-22c1-493f-aa40-5a7765a50963";"In Progress"
"8f7d108a-e314-4649-9ae2-6712186f8e23";"Blocked"
"0d8952c5-b61b-434e-951d-4227986b39c8";"Completed"
"f435444b-e2b4-45b0-9bf0-724c2d56f905";"Archived"
